日付,製品コード,製品,販売数,単価,売上金額,曜日,月,年
2023-08-17,P002,製品B,185,1500,277500,木,8,2023
2023-08-17,P003,製品C,222,2000,444000,木,8,2023
2023-08-17,P004,製品D,336,2500,840000,木,8,2023
2023-08-17,P005,製品E,371,3000,1113000,木,8,2023
2023-08-18,P001,製品A,128,1000,128000,金,8,2023
2023-08-18,P002,製品B,185,1500,277500,金,8,2023
2023-08-18,P003,製品C,267,2000,534000,金,8,2023
2023-08-18,P004,製品D,291,2500,727500,金,8,2023
2023-08-18,P005,製品E,414,3000,1242000,金,8,2023
2023-08-19,P001,製品A,99,1000,99000,土,8,2023
2023-08-19,P002,製品B,122,1500,183000,土,8,2023
2023-08-19,P003,製品C,163,2000,326000,土,8,2023
2023-08-19,P004,製品D,213,2500,532500,土,8,2023
2023-08-19,P005,製品E,264,3000,792000,土,8,2023
2023-08-20,P001,製品A,60,1000,60000,日,8,2023
2023-08-20,P002,製品B,106,1500,159000,日,8,2023
2023-08-20,P003,製品C,118,2000,236000,日,8,2023
2023-08-20,P004,製品D,155,2500,387500,日,8,2023
2023-08-20,P005,製品E,180,3000,540000,日,8,2023
2023-08-21,P001,製品A,122,1000,122000,月,8,2023
2023-08-21,P002,製品B,176,1500,264000,月,8,2023
2023-08-21,P003,製品C,256,2000,512000,月,8,2023
2023-08-21,P004,製品D,268,2500,670000,月,8,2023
2023-08-21,P005,製品E,367,3000,1101000,月,8,2023
2023-08-22,P001,製品A,114,1000,114000,火,8,2023
2023-08-22,P002,製品B,173,1500,259500,火,8,2023
2023-08-22,P003,製品C,270,2000,540000,火,8,2023
2023-08-22,P004,製品D,266,2500,665000,火,8,2023
2023-08-22,P005,製品E,336,3000,1008000,火,8,2023
2023-08-23,P001,製品A,116,1000,116000,水,8,2023
2023-08-23,P002,製品B,204,1500,306000,水,8,2023
2023-08-23,P003,製品C,253,2000,506000,水,8,2023
2023-08-23,P004,製品D,324,2500,810000,水,8,2023
2023-08-23,P005,製品E,369,3000,1107000,水,8,2023
2023-08-24,P001,製品A,119,1000,119000,木,8,2023
2023-08-24,P002,製品B,173,1500,259500,木,8,2023
2023-08-24,P003,製品C,255,2000,510000,木,8,2023
2023-08-24,P004,製品D,276,2500,690000,木,8,2023
2023-08-24,P005,製品E,412,3000,1236000,木,8,2023
2023-08-25,P001,製品A,141,1000,141000,金,8,2023
2023-08-25,P002,製品B,195,1500,292500,金,8,2023
2023-08-25,P003,製品C,244,2000,488000,金,8,2023
2023-08-25,P004,製品D,291,2500,727500,金,8,2023
2023-08-25,P005,製品E,339,3000,1017000,金,8,2023
2023-08-26,P001,製品A,94,1000,94000,土,8,2023
2023-08-26,P002,製品B,132,1500,198000,土,8,2023
2023-08-26,P003,製品C,155,2000,310000,土,8,2023
2023-08-26,P004,製品D,219,2500,547500,土,8,2023
2023-08-26,P005,製品E,237,3000,711000,土,8,2023
2023-08-27,P001,製品A,59,1000,59000,日,8,2023
2023-08-27,P002,製品B,85,1500,127500,日,8,2023
2023-08-27,P003,製品C,130,2000,260000,日,8,2023
2023-08-27,P004,製品D,167,2500,417500,日,8,2023
2023-08-27,P005,製品E,183,3000,549000,日,8,2023
2023-08-28,P001,製品A,124,1000,124000,月,8,2023
2023-08-28,P002,製品B,184,1500,276000,月,8,2023
2023-08-28,P003,製品C,233,2000,466000,月,8,2023
2023-08-28,P004,製品D,357,2500,892500,月,8,2023
2023-08-28,P005,製品E,403,3000,1209000,月,8,2023
2023-08-29,P001,製品A,129,1000,129000,火,8,2023
2023-08-29,P002,製品B,201,1500,301500,火,8,2023
2023-08-29,P003,製品C,258,2000,516000,火,8,2023
2023-08-29,P004,製品D,280,2500,700000,火,8,2023
2023-08-29,P005,製品E,373,3000,1119000,火,8,2023
2023-08-30,P001,製品A,117,1000,117000,水,8,2023
2023-08-30,P002,製品B,183,1500,274500,水,8,2023
2023-08-30,P003,製品C,273,2000,546000,水,8,2023
2023-08-30,P004,製品D,336,2500,840000,水,8,2023
2023-08-30,P005,製品E,377,3000,1131000,水,8,2023
2023-08-31,P001,製品A,130,1000,130000,木,8,2023
2023-08-31,P002,製品B,200,1500,300000,木,8,2023
2023-08-31,P003,製品C,242,2000,484000,木,8,2023
2023-08-31,P004,製品D,311,2500,777500,木,8,2023
2023-08-31,P005,製品E,331,3000,993000,木,8,2023
2023-09-01,P001,製品A,93,1000,93000,金,9,2023
2023-09-01,P002,製品B,176,1500,264000,金,9,2023
2023-09-01,P003,製品C,207,2000,414000,金,9,2023
2023-09-01,P004,製品D,272,2500,680000,金,9,2023
2023-09-01,P005,製品E,314,3000,942000,金,9,2023
2023-09-02,P001,製品A,78,1000,78000,土,9,2023
2023-09-02,P002,製品B,105,1500,157500,土,9,2023
2023-09-02,P003,製品C,167,2000,334000,土,9,2023
2023-09-02,P004,製品D,211,2500,527500,土,9,2023
2023-09-02,P005,製品E,194,3000,582000,土,9,2023
2023-09-03,P001,製品A,52,1000,52000,日,9,2023
2023-09-03,P002,製品B,74,1500,111000,日,9,2023
2023-09-03,P003,製品C,116,2000,232000,日,9,2023
2023-09-03,P004,製品D,119,2500,297500,日,9,2023
2023-09-03,P005,製品E,156,3000,468000,日,9,2023
2023-09-04,P001,製品A,110,1000,110000,月,9,2023
2023-09-04,P002,製品B,151,1500,226500,月,9,2023
2023-09-04,P003,製品C,200,2000,400000,月,9,2023
2023-09-04,P004,製品D,256,2500,640000,月,9,2023
2023-09-04,P005,製品E,363,3000,1089000,月,9,2023
2023-09-05,P001,製品A,111,1000,111000,火,9,2023
2023-09-05,P002,製品B,153,1500,229500,火,9,2023
2023-09-05,P003,製品C,192,2000,384000,火,9,2023
2023-09-05,P004,製品D,276,2500,690000,火,9,2023
2023-09-05,P005,製品E,341,3000,1023000,火,9,2023
2023-09-06,P001,製品A,109,1000,109000,水,9,2023
2023-09-06,P002,製品B,183,1500,274500,水,9,2023
2023-09-06,P003,製品C,235,2000,470000,水,9,2023
2023-09-06,P004,製品D,308,2500,770000,水,9,2023
2023-09-06,P005,製品E,338,3000,1014000,水,9,2023
2023-09-07,P001,製品A,105,1000,105000,木,9,2023
2023-09-07,P002,製品B,165,1500,247500,木,9,2023
2023-09-07,P003,製品C,231,2000,462000,木,9,2023
2023-09-07,P004,製品D,306,2500,765000,木,9,2023
2023-09-07,P005,製品E,351,3000,1053000,木,9,2023
2023-09-08,P001,製品A,105,1000,105000,金,9,2023
2023-09-08,P002,製品B,182,1500,273000,金,9,2023
2023-09-08,P003,製品C,210,2000,420000,金,9,2023
2023-09-08,P004,製品D,285,2500,712500,金,9,2023
2023-09-08,P005,製品E,294,3000,882000,金,9,2023
2023-09-09,P001,製品A,65,1000,65000,土,9,2023
2023-09-09,P002,製品B,103,1500,154500,土,9,2023
2023-09-09,P003,製品C,172,2000,344000,土,9,2023
2023-09-09,P004,製品D,208,2500,520000,土,9,2023
2023-09-09,P005,製品E,224,3000,672000,土,9,2023
2023-09-10,P001,製品A,62,1000,62000,日,9,2023
2023-09-10,P002,製品B,86,1500,129000,日,9,2023
2023-09-10,P003,製品C,112,2000,224000,日,9,2023
2023-09-10,P004,製品D,143,2500,357500,日,9,2023
2023-09-10,P005,製品E,184,3000,552000,日,9,2023
2023-09-11,P001,製品A,99,1000,99000,月,9,2023
2023-09-11,P002,製品B,185,1500,277500,月,9,2023
2023-09-11,P003,製品C,195,2000,390000,月,9,2023
2023-09-11,P004,製品D,297,2500,742500,月,9,2023
2023-09-11,P005,製品E,345,3000,1035000,月,9,2023
2023-09-12,P001,製品A,111,1000,111000,火,9,2023
2023-09-12,P002,製品B,144,1500,216000,火,9,2023
2023-09-12,P003,製品C,236,2000,472000,火,9,2023
2023-09-12,P004,製品D,312,2500,780000,火,9,2023
2023-09-12,P005,製品E,287,3000,861000,火,9,2023
2023-09-13,P001,製品A,121,1000,121000,水,9,2023
2023-09-13,P002,製品B,144,1500,216000,水,9,2023
2023-09-13,P003,製品C,211,2000,422000,水,9,2023
2023-09-13,P004,製品D,263,2500,657500,水,9,2023
2023-09-13,P005,製品E,314,3000,942000,水,9,2023
2023-09-14,P001,製品A,120,1000,120000,木,9,2023
2023-09-14,P002,製品B,185,1500,277500,木,9,2023
2023-09-14,P003,製品C,233,2000,466000,木,9,2023
2023-09-14,P004,製品D,294,2500,735000,木,9,2023
2023-09-14,P005,製品E,365,3000,1095000,木,9,2023
2023-09-15,P001,製品A,115,1000,115000,金,9,2023
2023-09-15,P002,製品B,160,1500,240000,金,9,2023
2023-09-15,P003,製品C,193,2000,386000,金,9,2023
2023-09-15,P004,製品D,287,2500,717500,金,9,2023
2023-09-15,P005,製品E,300,3000,900000,金,9,2023
2023-09-16,P001,製品A,70,1000,70000,土,9,2023
2023-09-16,P002,製品B,105,1500,157500,土,9,2023
2023-09-16,P003,製品C,136,2000,272000,土,9,2023
2023-09-16,P004,製品D,217,2500,542500,土,9,2023
2023-09-16,P005,製品E,248,3000,744000,土,9,2023
2023-09-17,P001,製品A,61,1000,61000,日,9,2023
2023-09-17,P002,製品B,93,1500,139500,日,9,2023
2023-09-17,P003,製品C,101,2000,202000,日,9,2023
2023-09-17,P004,製品D,136,2500,340000,日,9,2023
2023-09-17,P005,製品E,145,3000,435000,日,9,2023
2023-09-18,P001,製品A,113,1000,113000,月,9,2023
2023-09-18,P002,製品B,153,1500,229500,月,9,2023
2023-09-18,P003,製品C,223,2000,446000,月,9,2023
2023-09-18,P004,製品D,277,2500,692500,月,9,2023
2023-09-18,P005,製品E,339,3000,1017000,月,9,2023
2023-09-19,P001,製品A,99,1000,99000,火,9,2023
2023-09-19,P002,製品B,150,1500,225000,火,9,2023
2023-09-19,P003,製品C,249,2000,498000,火,9,2023
2023-09-19,P004,製品D,270,2500,675000,火,9,2023
2023-09-19,P005,製品E,323,3000,969000,火,9,2023
2023-09-20,P001,製品A,120,1000,120000,水,9,2023
2023-09-20,P002,製品B,172,1500,258000,水,9,2023
2023-09-20,P003,製品C,228,2000,456000,水,9,2023
2023-09-20,P004,製品D,259,2500,647500,水,9,2023
2023-09-20,P005,製品E,370,3000,1110000,水,9,2023
2023-09-21,P001,製品A,111,1000,111000,木,9,2023
2023-09-21,P002,製品B,166,1500,249000,木,9,2023
2023-09-21,P003,製品C,187,2000,374000,木,9,2023
2023-09-21,P004,製品D,266,2500,665000,木,9,2023
2023-09-21,P005,製品E,356,3000,1068000,木,9,2023
2023-09-22,P001,製品A,118,1000,118000,金,9,2023
2023-09-22,P002,製品B,147,1500,220500,金,9,2023
2023-09-22,P003,製品C,236,2000,472000,金,9,2023
2023-09-22,P004,製品D,251,2500,627500,金,9,2023
2023-09-22,P005,製品E,366,3000,1098000,金,9,2023
2023-09-23,P001,製品A,65,1000,65000,土,9,2023
2023-09-23,P002,製品B,119,1500,178500,土,9,2023
2023-09-23,P003,製品C,139,2000,278000,土,9,2023
2023-09-23,P004,製品D,202,2500,505000,土,9,2023
2023-09-23,P005,製品E,224,3000,672000,土,9,2023
2023-09-24,P001,製品A,59,1000,59000,日,9,2023
2023-09-24,P002,製品B,88,1500,132000,日,9,2023
2023-09-24,P003,製品C,108,2000,216000,日,9,2023
2023-09-24,P004,製品D,116,2500,290000,日,9,2023
2023-09-24,P005,製品E,186,3000,558000,日,9,2023
2023-09-25,P001,製品A,109,1000,109000,月,9,2023
2023-09-25,P002,製品B,142,1500,213000,月,9,2023
2023-09-25,P003,製品C,247,2000,494000,月,9,2023
2023-09-25,P004,製品D,244,2500,610000,月,9,2023
2023-09-25,P005,製品E,318,3000,954000,月,9,2023
2023-09-26,P001,製品A,95,1000,95000,火,9,2023
2023-09-26,P002,製品B,143,1500,214500,火,9,2023
2023-09-26,P003,製品C,249,2000,498000,火,9,2023
2023-09-26,P004,製品D,261,2500,652500,火,9,2023
2023-09-26,P005,製品E,343,3000,1029000,火,9,2023
2023-09-27,P001,製品A,102,1000,102000,水,9,2023
2023-09-27,P002,製品B,180,1500,270000,水,9,2023
2023-09-27,P003,製品C,241,2000,482000,水,9,2023
2023-09-27,P004,製品D,300,2500,750000,水,9,2023
2023-09-27,P005,製品E,357,3000,1071000,水,9,2023
2023-09-28,P001,製品A,117,1000,117000,木,9,2023
2023-09-28,P002,製品B,168,1500,252000,木,9,2023
2023-09-28,P003,製品C,200,2000,400000,木,9,2023
2023-09-28,P004,製品D,305,2500,762500,木,9,2023
2023-09-28,P005,製品E,292,3000,876000,木,9,2023
2023-09-29,P001,製品A,104,1000,104000,金,9,2023
2023-09-29,P002,製品B,157,1500,235500,金,9,2023
2023-09-29,P003,製品C,211,2000,422000,金,9,2023
2023-09-29,P004,製品D,294,2500,735000,金,9,2023
2023-09-29,P005,製品E,321,3000,963000,金,9,2023
2023-09-30,P001,製品A,87,1000,87000,土,9,2023
2023-09-30,P002,製品B,109,1500,163500,土,9,2023
2023-09-30,P003,製品C,134,2000,268000,土,9,2023
2023-09-30,P004,製品D,207,2500,517500,土,9,2023
2023-09-30,P005,製品E,224,3000,672000,土,9,2023
2023-10-01,P001,製品A,44,1000,44000,日,10,2023
2023-10-01,P002,製品B,75,1500,112500,日,10,2023
2023-10-01,P003,製品C,102,2000,204000,日,10,2023
2023-10-01,P004,製品D,119,2500,297500,日,10,2023
2023-10-01,P005,製品E,158,3000,474000,日,10,2023
2023-10-02,P001,製品A,96,1000,96000,月,10,2023
2023-10-02,P002,製品B,128,1500,192000,月,10,2023
2023-10-02,P003,製品C,185,2000,370000,月,10,2023
2023-10-02,P004,製品D,257,2500,642500,月,10,2023
2023-10-02,P005,製品E,304,3000,912000,月,10,2023
2023-10-03,P001,製品A,80,1000,80000,火,10,2023
2023-10-03,P002,製品B,149,1500,223500,火,10,2023
2023-10-03,P003,製品C,203,2000,406000,火,10,2023
2023-10-03,P004,製品D,209,2500,522500,火,10,2023
2023-10-03,P005,製品E,245,3000,735000,火,10,2023
2023-10-04,P001,製品A,88,1000,88000,水,10,2023
2023-10-04,P002,製品B,131,1500,196500,水,10,2023
2023-10-04,P003,製品C,193,2000,386000,水,10,2023
2023-10-04,P004,製品D,243,2500,607500,水,10,2023
2023-10-04,P005,製品E,300,3000,900000,水,10,2023
2023-10-05,P001,製品A,85,1000,85000,木,10,2023
2023-10-05,P002,製品B,134,1500,201000,木,10,2023
2023-10-05,P003,製品C,174,2000,348000,木,10,2023
2023-10-05,P004,製品D,206,2500,515000,木,10,2023
2023-10-05,P005,製品E,266,3000,798000,木,10,2023
2023-10-06,P001,製品A,93,1000,93000,金,10,2023
2023-10-06,P002,製品B,141,1500,211500,金,10,2023
2023-10-06,P003,製品C,186,2000,372000,金,10,2023
2023-10-06,P004,製品D,234,2500,585000,金,10,2023
2023-10-06,P005,製品E,275,3000,825000,金,10,2023
2023-10-07,P001,製品A,71,1000,71000,土,10,2023
2023-10-07,P002,製品B,89,1500,133500,土,10,2023
2023-10-07,P003,製品C,138,2000,276000,土,10,2023
2023-10-07,P004,製品D,176,2500,440000,土,10,2023
2023-10-07,P005,製品E,182,3000,546000,土,10,2023
2023-10-08,P001,製品A,47,1000,47000,日,10,2023
2023-10-08,P002,製品B,67,1500,100500,日,10,2023
2023-10-08,P003,製品C,93,2000,186000,日,10,2023
2023-10-08,P004,製品D,116,2500,290000,日,10,2023
2023-10-08,P005,製品E,121,3000,363000,日,10,2023
2023-10-09,P001,製品A,84,1000,84000,月,10,2023
2023-10-09,P002,製品B,142,1500,213000,月,10,2023
2023-10-09,P003,製品C,182,2000,364000,月,10,2023
2023-10-09,P004,製品D,205,2500,512500,月,10,2023
2023-10-09,P005,製品E,291,3000,873000,月,10,2023
2023-10-10,P001,製品A,95,1000,95000,火,10,2023
2023-10-10,P002,製品B,143,1500,214500,火,10,2023
2023-10-10,P003,製品C,190,2000,380000,火,10,2023
2023-10-10,P004,製品D,251,2500,627500,火,10,2023
2023-10-10,P005,製品E,276,3000,828000,火,10,2023
2023-10-11,P001,製品A,93,1000,93000,水,10,2023
2023-10-11,P002,製品B,122,1500,183000,水,10,2023
2023-10-11,P003,製品C,167,2000,334000,水,10,2023
2023-10-11,P004,製品D,262,2500,655000,水,10,2023
2023-10-11,P005,製品E,250,3000,750000,水,10,2023
2023-10-12,P001,製品A,91,1000,91000,木,10,2023
2023-10-12,P002,製品B,130,1500,195000,木,10,2023
2023-10-12,P003,製品C,199,2000,398000,木,10,2023
2023-10-12,P004,製品D,197,2500,492500,木,10,2023
2023-10-12,P005,製品E,246,3000,738000,木,10,2023
2023-10-13,P001,製品A,95,1000,95000,金,10,2023
2023-10-13,P002,製品B,132,1500,198000,金,10,2023
2023-10-13,P003,製品C,209,2000,418000,金,10,2023
2023-10-13,P004,製品D,236,2500,590000,金,10,2023
2023-10-13,P005,製品E,242,3000,726000,金,10,2023
2023-10-14,P001,製品A,56,1000,56000,土,10,2023
2023-10-14,P002,製品B,83,1500,124500,土,10,2023
2023-10-14,P003,製品C,143,2000,286000,土,10,2023
2023-10-14,P004,製品D,177,2500,442500,土,10,2023
2023-10-14,P005,製品E,175,3000,525000,土,10,2023
2023-10-15,P001,製品A,43,1000,43000,日,10,2023
2023-10-15,P002,製品B,71,1500,106500,日,10,2023
2023-10-15,P003,製品C,103,2000,206000,日,10,2023
2023-10-15,P004,製品D,128,2500,320000,日,10,2023
2023-10-15,P005,製品E,121,3000,363000,日,10,2023
2023-10-16,P001,製品A,106,1000,106000,月,10,2023
2023-10-16,P002,製品B,153,1500,229500,月,10,2023
2023-10-16,P003,製品C,183,2000,366000,月,10,2023
2023-10-16,P004,製品D,245,2500,612500,月,10,2023
2023-10-16,P005,製品E,265,3000,795000,月,10,2023
2023-10-17,P001,製品A,89,1000,89000,火,10,2023
2023-10-17,P002,製品B,157,1500,235500,火,10,2023
2023-10-17,P003,製品C,189,2000,378000,火,10,2023
2023-10-17,P004,製品D,245,2500,612500,火,10,2023
2023-10-17,P005,製品E,309,3000,927000,火,10,2023
2023-10-18,P001,製品A,85,1000,85000,水,10,2023
2023-10-18,P002,製品B,134,1500,201000,水,10,2023
2023-10-18,P003,製品C,199,2000,398000,水,10,2023
2023-10-18,P004,製品D,199,2500,497500,水,10,2023
2023-10-18,P005,製品E,302,3000,906000,水,10,2023
2023-10-19,P001,製品A,79,1000,79000,木,10,2023
2023-10-19,P002,製品B,121,1500,181500,木,10,2023
2023-10-19,P003,製品C,205,2000,410000,木,10,2023
2023-10-19,P004,製品D,243,2500,607500,木,10,2023
2023-10-19,P005,製品E,281,3000,843000,木,10,2023
2023-10-20,P001,製品A,84,1000,84000,金,10,2023
2023-10-20,P002,製品B,125,1500,187500,金,10,2023
2023-10-20,P003,製品C,167,2000,334000,金,10,2023
2023-10-20,P004,製品D,224,2500,560000,金,10,2023
2023-10-20,P005,製品E,314,3000,942000,金,10,2023
2023-10-21,P001,製品A,70,1000,70000,土,10,2023
2023-10-21,P002,製品B,85,1500,127500,土,10,2023
2023-10-21,P003,製品C,117,2000,234000,土,10,2023
2023-10-21,P004,製品D,146,2500,365000,土,10,2023
2023-10-21,P005,製品E,211,3000,633000,土,10,2023
2023-10-22,P001,製品A,48,1000,48000,日,10,2023
2023-10-22,P002,製品B,62,1500,93000,日,10,2023
2023-10-22,P003,製品C,92,2000,184000,日,10,2023
2023-10-22,P004,製品D,122,2500,305000,日,10,2023
2023-10-22,P005,製品E,141,3000,423000,日,10,2023
2023-10-23,P001,製品A,101,1000,101000,月,10,2023
2023-10-23,P002,製品B,123,1500,184500,月,10,2023
2023-10-23,P003,製品C,170,2000,340000,月,10,2023
2023-10-23,P004,製品D,205,2500,512500,月,10,2023
2023-10-23,P005,製品E,253,3000,759000,月,10,2023
2023-10-24,P001,製品A,83,1000,83000,火,10,2023
2023-10-24,P002,製品B,140,1500,210000,火,10,2023
2023-10-24,P003,製品C,167,2000,334000,火,10,2023
2023-10-24,P004,製品D,221,2500,552500,火,10,2023
2023-10-24,P005,製品E,287,3000,861000,火,10,2023
2023-10-25,P001,製品A,99,1000,99000,水,10,2023
2023-10-25,P002,製品B,144,1500,216000,水,10,2023
2023-10-25,P003,製品C,164,2000,328000,水,10,2023
2023-10-25,P004,製品D,245,2500,612500,水,10,2023
2023-10-25,P005,製品E,316,3000,948000,水,10,2023
2023-10-26,P001,製品A,90,1000,90000,木,10,2023
2023-10-26,P002,製品B,156,1500,234000,木,10,2023
2023-10-26,P003,製品C,176,2000,352000,木,10,2023
2023-10-26,P004,製品D,265,2500,662500,木,10,2023
2023-10-26,P005,製品E,275,3000,825000,木,10,2023
2023-10-27,P001,製品A,104,1000,104000,金,10,2023
2023-10-27,P002,製品B,134,1500,201000,金,10,2023
2023-10-27,P003,製品C,198,2000,396000,金,10,2023
2023-10-27,P004,製品D,251,2500,627500,金,10,2023
2023-10-27,P005,製品E,240,3000,720000,金,10,2023
2023-10-28,P001,製品A,74,1000,74000,土,10,2023
2023-10-28,P002,製品B,111,1500,166500,土,10,2023
2023-10-28,P003,製品C,149,2000,298000,土,10,2023
2023-10-28,P004,製品D,151,2500,377500,土,10,2023
2023-10-28,P005,製品E,207,3000,621000,土,10,2023
2023-10-29,P001,製品A,53,1000,53000,日,10,2023
2023-10-29,P002,製品B,61,1500,91500,日,10,2023
2023-10-29,P003,製品C,107,2000,214000,日,10,2023
2023-10-29,P004,製品D,116,2500,290000,日,10,2023
2023-10-29,P005,製品E,125,3000,375000,日,10,2023
2023-10-30,P001,製品A,86,1000,86000,月,10,2023
2023-10-30,P002,製品B,157,1500,235500,月,10,2023
2023-10-30,P003,製品C,181,2000,362000,月,10,2023
2023-10-30,P004,製品D,266,2500,665000,月,10,2023
2023-10-30,P005,製品E,242,3000,726000,月,10,2023
2023-10-31,P001,製品A,96,1000,96000,火,10,2023
2023-10-31,P002,製品B,159,1500,238500,火,10,2023
2023-10-31,P003,製品C,207,2000,414000,火,10,2023
2023-10-31,P004,製品D,200,2500,500000,火,10,2023
2023-10-31,P005,製品E,319,3000,957000,火,10,2023
2023-11-01,P001,製品A,87,1000,87000,水,11,2023
2023-11-01,P002,製品B,115,1500,172500,水,11,2023
2023-11-01,P003,製品C,180,2000,360000,水,11,2023
2023-11-01,P004,製品D,180,2500,450000,水,11,2023
2023-11-01,P005,製品E,256,3000,768000,水,11,2023
2023-11-02,P001,製品A,90,1000,90000,木,11,2023
2023-11-02,P002,製品B,111,1500,166500,木,11,2023
2023-11-02,P003,製品C,167,2000,334000,木,11,2023
2023-11-02,P004,製品D,225,2500,562500,木,11,2023
2023-11-02,P005,製品E,244,3000,732000,木,11,2023
2023-11-03,P001,製品A,83,1000,83000,金,11,2023
2023-11-03,P002,製品B,121,1500,181500,金,11,2023
2023-11-03,P003,製品C,179,2000,358000,金,11,2023
2023-11-03,P004,製品D,212,2500,530000,金,11,2023
2023-11-03,P005,製品E,232,3000,696000,金,11,2023
2023-11-04,P001,製品A,55,1000,55000,土,11,2023
2023-11-04,P002,製品B,91,1500,136500,土,11,2023
2023-11-04,P003,製品C,114,2000,228000,土,11,2023
2023-11-04,P004,製品D,126,2500,315000,土,11,2023
2023-11-04,P005,製品E,184,3000,552000,土,11,2023
2023-11-05,P001,製品A,38,1000,38000,日,11,2023
2023-11-05,P002,製品B,53,1500,79500,日,11,2023
2023-11-05,P003,製品C,89,2000,178000,日,11,2023
2023-11-05,P004,製品D,98,2500,245000,日,11,2023
2023-11-05,P005,製品E,110,3000,330000,日,11,2023
2023-11-06,P001,製品A,91,1000,91000,月,11,2023
2023-11-06,P002,製品B,138,1500,207000,月,11,2023
2023-11-06,P003,製品C,149,2000,298000,月,11,2023
2023-11-06,P004,製品D,226,2500,565000,月,11,2023
2023-11-06,P005,製品E,267,3000,801000,月,11,2023
2023-11-07,P001,製品A,88,1000,88000,火,11,2023
2023-11-07,P002,製品B,105,1500,157500,火,11,2023
2023-11-07,P003,製品C,166,2000,332000,火,11,2023
2023-11-07,P004,製品D,199,2500,497500,火,11,2023
2023-11-07,P005,製品E,255,3000,765000,火,11,2023
2023-11-08,P001,製品A,82,1000,82000,水,11,2023
2023-11-08,P002,製品B,136,1500,204000,水,11,2023
2023-11-08,P003,製品C,141,2000,282000,水,11,2023
2023-11-08,P004,製品D,181,2500,452500,水,11,2023
2023-11-08,P005,製品E,264,3000,792000,水,11,2023
2023-11-09,P001,製品A,88,1000,88000,木,11,2023
2023-11-09,P002,製品B,108,1500,162000,木,11,2023
2023-11-09,P003,製品C,165,2000,330000,木,11,2023
2023-11-09,P004,製品D,173,2500,432500,木,11,2023
2023-11-09,P005,製品E,259,3000,777000,木,11,2023
2023-11-10,P001,製品A,71,1000,71000,金,11,2023
2023-11-10,P002,製品B,136,1500,204000,金,11,2023
2023-11-10,P003,製品C,139,2000,278000,金,11,2023
2023-11-10,P004,製品D,219,2500,547500,金,11,2023
2023-11-10,P005,製品E,261,3000,783000,金,11,2023
2023-11-11,P001,製品A,50,1000,50000,土,11,2023
2023-11-11,P002,製品B,97,1500,145500,土,11,2023
2023-11-11,P003,製品C,100,2000,200000,土,11,2023
2023-11-11,P004,製品D,160,2500,400000,土,11,2023
2023-11-11,P005,製品E,191,3000,573000,土,11,2023
2023-11-12,P001,製品A,46,1000,46000,日,11,2023
2023-11-12,P002,製品B,52,1500,78000,日,11,2023
2023-11-12,P003,製品C,79,2000,158000,日,11,2023
2023-11-12,P004,製品D,89,2500,222500,日,11,2023
2023-11-12,P005,製品E,117,3000,351000,日,11,2023
2023-11-13,P001,製品A,69,1000,69000,月,11,2023
2023-11-13,P002,製品B,137,1500,205500,月,11,2023
2023-11-13,P003,製品C,160,2000,320000,月,11,2023
2023-11-13,P004,製品D,188,2500,470000,月,11,2023
2023-11-13,P005,製品E,247,3000,741000,月,11,2023
2023-11-14,P001,製品A,71,1000,71000,火,11,2023
2023-11-14,P002,製品B,107,1500,160500,火,11,2023
2023-11-14,P003,製品C,161,2000,322000,火,11,2023
2023-11-14,P004,製品D,216,2500,540000,火,11,2023
2023-11-14,P005,製品E,223,3000,669000,火,11,2023
2023-11-15,P001,製品A,84,1000,84000,水,11,2023
2023-11-15,P002,製品B,128,1500,192000,水,11,2023
2023-11-15,P003,製品C,139,2000,278000,水,11,2023
2023-11-15,P004,製品D,208,2500,520000,水,11,2023
2023-11-15,P005,製品E,276,3000,828000,水,11,2023
2023-11-16,P001,製品A,77,1000,77000,木,11,2023
2023-11-16,P002,製品B,120,1500,180000,木,11,2023
2023-11-16,P003,製品C,178,2000,356000,木,11,2023
2023-11-16,P004,製品D,174,2500,435000,木,11,2023
2023-11-16,P005,製品E,251,3000,753000,木,11,2023
2023-11-17,P001,製品A,69,1000,69000,金,11,2023
2023-11-17,P002,製品B,117,1500,175500,金,11,2023
2023-11-17,P003,製品C,166,2000,332000,金,11,2023
2023-11-17,P004,製品D,216,2500,540000,金,11,2023
2023-11-17,P005,製品E,240,3000,720000,金,11,2023
2023-11-18,P001,製品A,53,1000,53000,土,11,2023
2023-11-18,P002,製品B,83,1500,124500,土,11,2023
2023-11-18,P003,製品C,99,2000,198000,土,11,2023
2023-11-18,P004,製品D,144,2500,360000,土,11,2023
2023-11-18,P005,製品E,193,3000,579000,土,11,2023
2023-11-19,P001,製品A,43,1000,43000,日,11,2023
2023-11-19,P002,製品B,67,1500,100500,日,11,2023
2023-11-19,P003,製品C,77,2000,154000,日,11,2023
2023-11-19,P004,製品D,87,2500,217500,日,11,2023
2023-11-19,P005,製品E,130,3000,390000,日,11,2023
2023-11-20,P001,製品A,71,1000,71000,月,11,2023
2023-11-20,P002,製品B,130,1500,195000,月,11,2023
2023-11-20,P003,製品C,140,2000,280000,月,11,2023
2023-11-20,P004,製品D,179,2500,447500,月,11,2023
2023-11-20,P005,製品E,278,3000,834000,月,11,2023
2023-11-21,P001,製品A,69,1000,69000,火,11,2023
